student_id,tenth_percentage,twelfth_percentage,cgpa,active_backlogs,aptitude_score,coding_score,dsa_score,dbms_score,os_score,oops_score,sql_score,python_score,communication_score,projects_count,project_quality_score,certifications_count,internship_count,hackathon_count,mock_interview_score,learning_hours_per_week,placement_status,company_track
S02404,91,55,5.6,0,74,85,82,41,30,48,22,64,96,7,22,9,3,5,84,16,1,Product_Ready
S02405,56,72,7.7,2,96,86,22,72,45,23,35,91,73,7,35,6,1,0,64,23,1,Service_Ready
S02406,88,63,7.84,0,75,53,45,90,64,95,40,62,58,4,61,6,2,5,36,28,1,Service_Ready
S02407,74,61,6.01,0,75,23,59,66,69,42,70,57,28,4,99,4,0,3,44,15,0,Not_Placed
S02408,71,82,6.84,0,67,27,33,34,58,44,82,78,94,4,22,6,1,4,60,21,1,Service_Ready
S02409,73,67,6.25,0,84,22,43,57,21,75,99,56,23,5,63,0,3,3,66,30,0,Not_Placed
S02410,95,80,9.49,2,28,99,67,50,74,20,78,30,21,5,20,5,2,1,21,6,0,Not_Placed
S02411,67,73,8.29,0,37,51,91,30,39,27,57,25,21,1,92,6,2,1,91,10,0,Not_Placed
S02412,80,88,8.24,0,86,94,88,95,49,46,62,24,39,3,40,2,0,3,83,5,1,Product_Ready
S02413,78,61,8.26,0,63,60,89,26,57,64,28,72,47,6,38,3,3,4,30,3,0,Not_Placed
S02414,60,66,8.31,0,75,71,92,23,23,68,71,53,41,4,82,7,1,0,74,3,1,Product_Ready
S02415,56,97,6.55,0,48,94,75,25,28,41,65,50,40,5,71,2,1,5,95,20,1,Product_Ready
S02416,56,69,5.68,0,54,62,49,92,82,49,48,85,91,0,93,5,2,1,43,27,1,Service_Ready
S02417,85,77,6.5,0,31,92,63,62,86,57,85,59,41,2,82,2,3,0,62,19,0,Not_Placed
S02418,95,72,6.64,0,66,91,42,78,96,26,69,85,22,1,58,6,3,3,74,9,0,Not_Placed
S02419,86,73,8.53,1,97,40,39,23,38,48,90,83,91,2,52,8,0,3,45,12,1,Service_Ready
S02420,84,87,8.0,0,87,76,53,96,73,70,25,78,73,0,45,7,0,1,39,28,1,Service_Ready
S02421,60,81,7.65,0,74,67,77,61,93,40,25,49,42,3,22,9,1,5,61,22,0,Not_Placed
S02422,78,58,8.54,0,70,43,65,46,70,39,99,90,37,7,46,1,0,3,89,2,0,Not_Placed
S02423,73,93,6.5,0,97,26,39,50,98,44,20,36,99,4,46,7,2,2,43,3,1,Service_Ready
S02424,79,73,8.25,0,25,92,20,43,93,25,67,39,95,2,74,1,0,2,83,20,0,Not_Placed
S02425,79,72,8.44,0,61,72,93,69,23,82,86,75,68,3,41,0,0,0,52,20,1,Product_Ready
S02426,95,71,7.14,0,91,20,24,59,82,20,54,36,79,0,23,8,0,4,33,27,1,Service_Ready
S02427,77,76,7.12,0,51,92,85,61,69,76,83,65,93,4,73,4,0,4,88,15,1,Product_Ready
S02428,87,81,8.78,0,63,34,86,20,43,95,81,97,76,1,39,9,1,5,72,20,1,Service_Ready
S02429,74,96,9.7,0,87,97,65,70,51,99,38,58,33,4,61,3,2,2,66,25,0,Not_Placed
S02430,76,75,6.15,0,63,55,34,64,81,69,97,32,50,4,27,8,0,4,28,2,1,Service_Ready
S02431,94,69,9.25,0,69,78,81,30,42,45,82,65,88,1,25,2,2,1,61,14,1,Service_Ready
S02432,79,56,7.81,0,59,58,44,67,68,52,46,64,50,6,57,7,3,1,84,12,1,Service_Ready
S02433,69,87,8.58,0,58,52,48,77,91,30,32,88,40,2,45,0,1,5,81,6,0,Not_Placed
S02434,73,63,9.79,1,80,67,69,81,72,40,57,78,62,0,88,3,2,3,45,31,1,Service_Ready
S02435,83,88,5.83,2,32,29,64,97,27,24,39,63,99,1,39,2,0,0,93,17,0,Not_Placed
S02436,58,64,7.23,0,39,51,85,79,30,39,42,96,54,0,29,7,1,5,51,34,0,Not_Placed
S02437,97,79,9.84,0,57,55,58,58,32,85,53,34,77,7,78,1,3,0,88,6,1,Service_Ready
S02438,97,62,6.8,0,82,87,54,90,51,43,69,78,84,4,57,5,0,5,88,31,1,Service_Ready
S02439,94,72,9.84,1,78,32,40,87,96,96,96,80,57,7,46,9,1,3,85,21,1,Service_Ready
S02440,89,64,6.54,0,98,61,37,34,85,32,76,28,85,5,35,3,1,1,20,19,1,Service_Ready
S02441,95,80,6.94,0,73,69,63,23,61,60,55,43,24,0,86,5,2,1,57,23,0,Not_Placed
S02442,58,93,9.57,0,38,47,36,43,20,24,51,72,76,4,62,5,2,1,97,17,0,Not_Placed
S02443,59,72,9.28,2,89,30,66,50,32,42,84,87,49,6,66,2,3,3,30,17,0,Not_Placed
S02444,83,75,7.64,0,62,24,71,32,31,20,27,35,34,2,44,9,1,0,78,26,0,Not_Placed
S02445,85,58,7.31,0,48,55,99,82,34,49,70,30,76,4,74,8,1,3,21,9,0,Not_Placed
S02446,72,61,8.56,0,81,47,44,84,51,67,99,43,61,5,97,9,3,3,55,32,1,Service_Ready
S02447,81,56,5.99,1,76,40,74,34,53,22,20,43,62,2,28,7,0,3,58,5,1,Service_Ready
S02448,83,82,6.14,1,48,88,30,21,87,29,91,46,54,0,69,9,1,1,36,32,0,Not_Placed
S02449,70,78,6.41,0,55,64,29,82,62,70,98,22,85,2,54,4,2,3,68,34,1,Service_Ready
S02450,55,66,6.36,0,39,33,71,73,68,49,22,31,50,4,46,3,3,0,83,12,0,Not_Placed
S02451,81,63,6.87,0,43,32,28,68,45,68,61,64,96,4,48,7,0,1,90,16,0,Not_Placed
S02452,79,89,5.64,1,82,82,25,93,71,40,33,77,44,7,28,0,2,3,55,16,0,Not_Placed
S02453,59,71,7.78,0,71,93,89,74,96,33,20,92,56,0,31,4,1,3,30,11,1,Service_Ready
S02454,69,93,9.24,1,35,64,55,38,23,78,31,82,75,2,87,7,0,3,45,19,0,Not_Placed
S02455,76,60,6.56,1,30,64,56,42,59,62,23,34,42,6,31,3,3,3,60,15,0,Not_Placed
S02456,62,77,8.0,2,23,48,36,68,70,68,43,63,60,0,75,0,3,3,61,17,0,Not_Placed
S02457,75,67,6.86,0,52,54,56,95,59,27,73,26,21,0,75,0,3,3,76,24,0,Not_Placed
S02458,59,68,9.46,0,90,65,97,86,65,97,86,61,83,7,92,4,2,1,26,8,1,Service_Ready
S02459,90,67,7.16,0,71,80,80,75,59,82,76,23,45,6,81,5,3,5,37,11,1,Product_Ready
S02460,90,56,9.96,0,51,88,70,86,96,86,87,75,33,7,95,1,0,4,49,27,1,Product_Ready
S02461,72,67,7.92,1,36,25,24,52,73,35,65,43,24,2,95,1,0,0,74,18,0,Not_Placed
S02462,74,82,6.19,0,98,52,86,90,29,60,59,25,52,7,43,7,1,3,93,12,1,Service_Ready
S02463,76,57,8.18,2,38,59,72,96,55,86,39,47,76,2,56,8,1,1,65,6,0,Not_Placed
S02464,97,63,7.99,0,45,52,55,41,36,63,71,41,88,0,49,6,2,5,54,6,0,Not_Placed
S02465,60,79,7.63,0,53,74,97,92,39,99,77,36,53,1,94,2,1,1,91,20,1,Service_Ready
S02466,87,77,7.2,0,61,70,90,68,48,49,44,87,81,5,36,9,0,1,82,20,1,Product_Ready
S02467,86,85,5.69,1,65,54,68,53,48,25,20,74,46,3,23,6,3,3,30,21,0,Not_Placed
S02468,80,82,7.02,0,46,74,90,73,65,55,40,68,53,1,53,7,2,1,71,18,0,Not_Placed
S02469,85,93,8.51,1,21,30,36,64,87,80,65,51,38,2,23,8,0,4,33,23,0,Not_Placed
S02470,70,65,5.53,0,88,77,59,44,97,61,63,24,47,3,79,8,0,0,75,22,0,Not_Placed
S02471,91,92,6.7,0,62,93,54,92,59,77,53,44,75,7,41,8,0,4,40,17,1,Service_Ready
S02472,86,75,8.11,0,33,43,39,51,93,71,84,71,77,6,29,5,2,2,29,22,0,Not_Placed
S02473,73,58,8.05,2,89,94,63,49,43,65,23,25,57,1,38,1,3,4,66,30,1,Service_Ready
S02474,70,66,7.8,1,79,45,51,58,23,63,54,70,70,6,48,4,3,5,97,16,1,Service_Ready
S02475,84,66,6.1,0,98,28,54,32,63,65,87,96,93,4,20,1,0,5,32,6,1,Service_Ready
S02476,79,64,9.69,0,39,47,40,30,88,56,68,88,52,4,27,3,2,5,34,16,0,Not_Placed
S02477,63,59,6.95,2,76,54,29,99,40,31,28,35,92,7,73,6,2,2,41,32,1,Service_Ready
S02478,64,96,7.52,2,58,40,34,64,38,72,74,68,97,5,80,3,3,5,58,24,1,Service_Ready
S02479,62,82,7.49,0,91,30,61,44,53,41,21,70,35,2,97,5,0,3,81,20,0,Not_Placed
S02480,83,96,5.67,1,74,37,46,20,33,78,97,52,55,6,58,7,3,4,44,16,1,Service_Ready
S02481,74,88,9.68,0,49,32,97,86,64,59,99,57,94,4,66,2,1,4,53,12,0,Not_Placed
S02482,74,74,7.22,0,44,52,50,93,98,20,73,35,78,1,22,7,1,2,79,25,0,Not_Placed
S02483,62,61,7.16,0,44,61,66,51,93,92,44,35,68,7,57,4,2,4,27,34,0,Not_Placed
S02484,64,74,5.65,0,39,74,82,97,98,25,71,21,58,7,51,3,2,4,51,30,1,Product_Ready
S02485,94,57,8.18,0,40,80,33,90,41,51,60,51,61,3,73,5,1,4,62,4,0,Not_Placed
S02486,92,71,9.58,0,64,65,32,71,28,76,88,62,26,5,63,5,2,3,96,16,0,Not_Placed
S02487,94,67,7.82,0,38,68,84,96,44,60,42,77,62,0,59,1,1,1,79,2,0,Not_Placed
S02488,66,83,5.78,0,77,57,25,81,93,29,45,77,36,4,97,4,2,2,39,16,0,Not_Placed
S02489,57,57,8.75,0,68,63,32,27,82,41,57,46,45,6,84,9,2,4,65,5,0,Not_Placed
S02490,85,58,5.85,0,22,78,98,72,30,25,66,26,87,4,20,7,2,4,62,29,1,Product_Ready
S02491,83,72,8.71,0,81,25,35,20,41,65,81,42,40,2,57,6,1,1,79,14,0,Not_Placed
S02492,86,61,5.83,0,96,51,26,95,59,34,78,31,96,7,61,6,2,1,48,30,1,Service_Ready
S02493,90,92,9.8,0,75,55,61,23,24,65,94,21,73,3,78,0,2,5,66,7,1,Service_Ready
S02494,78,83,9.4,0,70,60,86,98,21,97,62,51,31,6,35,1,2,4,77,32,0,Not_Placed
S02495,77,79,7.33,0,88,51,72,88,44,96,21,80,28,2,21,7,3,0,94,33,0,Not_Placed
S02496,62,86,6.63,1,84,40,26,28,21,38,79,89,78,4,64,9,2,0,45,27,1,Service_Ready
S02497,72,75,7.17,0,51,58,74,74,29,54,99,25,87,5,28,6,3,5,63,4,1,Service_Ready
S02498,68,68,5.9,0,76,34,83,26,39,83,38,25,70,6,84,6,2,0,42,26,1,Service_Ready
S02499,92,65,7.31,0,65,31,28,32,83,39,78,41,84,7,79,8,0,4,23,7,1,Service_Ready
S02500,73,84,8.01,0,27,98,44,52,85,35,74,55,91,7,26,4,2,2,54,16,0,Not_Placed
S02501,84,69,8.96,0,77,47,61,37,24,28,28,37,75,6,98,2,3,2,79,21,1,Service_Ready
S02502,65,95,6.08,0,28,75,42,21,64,84,57,25,67,3,98,6,1,5,49,30,0,Not_Placed
S02503,66,88,8.57,1,69,22,95,23,74,71,78,90,39,2,27,2,2,1,48,4,0,Not_Placed
S02504,63,64,7.72,1,20,23,67,37,97,64,34,70,80,3,38,7,1,4,30,29,0,Not_Placed
S02505,65,55,6.13,0,23,53,95,73,80,39,22,59,88,6,88,7,0,2,77,33,0,Not_Placed
S02506,76,75,6.44,1,30,38,48,73,72,86,95,51,75,6,23,7,2,2,46,17,0,Not_Placed
S02507,72,84,8.67,0,95,61,42,59,34,99,76,33,98,3,54,8,1,1,37,10,1,Service_Ready
S02508,65,80,7.06,3,93,57,89,94,78,85,60,43,69,4,40,5,3,0,88,5,0,Not_Placed
S02509,63,72,5.9,0,48,67,70,61,55,95,64,54,25,4,56,3,3,3,41,6,0,Not_Placed
S02510,59,65,9.22,0,37,92,36,60,52,74,43,96,59,3,86,3,2,4,56,3,0,Not_Placed
S02511,60,59,6.92,0,59,30,33,21,58,82,82,37,98,4,20,0,1,1,58,3,1,Service_Ready
S02512,69,76,8.67,0,75,43,62,40,67,85,35,59,40,3,27,9,1,5,74,23,0,Not_Placed
S02513,72,59,6.88,0,28,60,70,76,92,80,25,45,93,5,72,0,3,4,59,25,0,Not_Placed
S02514,82,92,8.43,0,27,83,92,70,94,25,66,68,95,7,51,5,3,0,38,18,1,Product_Ready
S02515,70,70,6.68,0,70,24,77,65,74,92,36,31,43,7,74,9,3,5,95,16,0,Not_Placed
S02516,70,77,6.83,1,62,98,40,27,68,25,66,55,42,6,94,3,3,0,76,7,0,Not_Placed
S02517,55,91,7.93,0,26,71,54,21,59,56,76,29,95,0,65,9,0,4,46,6,0,Not_Placed
S02518,62,85,8.44,0,70,98,78,21,49,77,39,59,48,4,29,2,0,0,20,15,1,Product_Ready
S02519,79,80,9.05,0,64,83,92,79,38,66,83,49,66,7,52,1,0,1,80,5,1,Product_Ready
S02520,80,87,6.34,0,60,91,55,91,41,66,39,43,62,7,92,7,3,2,64,14,1,Service_Ready
S02521,56,66,7.55,0,33,68,49,28,98,43,60,79,51,6,40,9,2,5,21,32,0,Not_Placed
S02522,84,69,7.89,0,71,41,33,97,53,99,75,72,68,6,35,7,1,1,42,19,1,Service_Ready
S02523,76,94,8.4,0,75,61,61,81,72,72,83,20,98,4,46,0,2,0,77,33,1,Service_Ready
S02524,92,80,8.84,2,42,39,55,61,41,79,30,47,64,3,41,0,2,2,55,15,0,Not_Placed
S02525,89,77,6.62,1,35,38,82,69,92,62,38,37,25,2,33,8,2,1,25,26,0,Not_Placed
S02526,63,85,7.24,1,84,78,43,81,90,57,81,84,70,5,71,9,1,2,67,28,1,Service_Ready
S02527,64,92,6.74,1,87,88,25,51,57,76,83,73,33,7,69,5,2,2,58,2,0,Not_Placed
S02528,89,73,6.59,0,51,55,43,62,90,90,65,66,88,5,64,3,1,5,69,2,1,Service_Ready
S02529,67,77,9.12,0,78,92,93,73,90,45,63,95,32,5,59,3,0,3,20,7,1,Product_Ready
S02530,56,81,5.79,1,52,22,39,23,27,47,85,92,45,1,90,0,0,0,92,28,0,Not_Placed
S02531,55,87,5.59,0,38,69,41,86,28,54,90,98,23,4,47,8,2,2,44,10,0,Not_Placed
S02532,87,71,6.01,0,82,66,38,85,64,90,92,52,99,2,91,9,0,2,72,11,1,Service_Ready
S02533,95,71,9.7,0,82,86,65,39,32,36,51,35,42,2,33,2,2,4,94,34,0,Not_Placed
S02534,73,95,8.86,0,42,48,25,58,24,59,97,40,78,0,39,7,2,5,91,30,0,Not_Placed
S02535,61,60,6.57,1,66,38,32,64,51,49,61,91,61,6,22,4,2,1,61,10,1,Service_Ready
S02536,78,61,5.57,1,77,75,77,37,58,69,52,47,75,0,33,6,3,3,26,5,1,Service_Ready
S02537,85,84,8.52,0,84,71,22,96,26,89,89,53,35,5,27,4,0,2,69,24,0,Not_Placed
S02538,60,69,9.7,0,57,23,97,64,29,73,48,31,75,7,56,1,3,3,57,31,1,Service_Ready
S02539,72,64,6.06,0,70,31,29,56,85,86,33,66,39,4,71,3,2,1,66,16,0,Not_Placed
S02540,63,57,7.55,0,49,56,22,28,27,28,36,43,91,4,33,5,3,1,58,28,0,Not_Placed
S02541,82,61,5.76,0,38,25,49,31,34,58,83,83,34,1,86,0,2,0,20,6,0,Not_Placed
S02542,90,64,7.0,0,75,38,57,66,95,94,71,68,90,6,69,0,3,0,21,6,1,Service_Ready
S02543,75,67,6.16,0,46,54,37,87,80,60,62,68,30,2,70,3,2,4,62,15,0,Not_Placed
S02544,60,83,6.76,0,69,55,38,86,31,95,43,84,99,4,45,5,2,3,99,30,1,Service_Ready
S02545,83,63,7.11,0,94,21,37,88,76,90,42,38,38,1,68,7,3,2,69,12,0,Not_Placed
S02546,63,68,9.65,1,67,77,88,28,86,97,37,31,97,3,35,4,3,3,34,26,1,Product_Ready
S02547,71,66,5.72,1,75,72,90,91,66,44,69,52,93,5,48,2,2,3,56,32,1,Product_Ready
S02548,60,82,5.61,0,85,22,84,83,54,43,66,71,53,3,99,6,0,4,48,29,1,Service_Ready
S02549,95,77,6.83,0,37,60,80,43,66,47,55,40,75,4,45,1,1,3,52,27,0,Not_Placed
S02550,76,74,7.35,2,37,24,65,94,40,41,22,28,21,5,47,1,0,2,29,20,0,Not_Placed
S02551,83,56,6.3,1,90,55,27,29,52,38,37,70,42,0,78,3,2,2,29,8,0,Not_Placed
S02552,80,70,5.71,2,63,27,27,64,30,44,36,74,98,4,75,4,0,2,58,3,0,Not_Placed
S02553,88,79,8.84,0,98,97,60,98,90,26,91,37,36,1,96,2,2,2,78,6,0,Not_Placed
S02554,62,64,8.67,2,35,93,75,70,87,65,80,97,52,6,37,9,0,0,97,10,0,Not_Placed
S02555,80,69,8.76,1,60,24,63,35,54,24,81,45,80,2,88,7,1,4,55,25,1,Service_Ready
S02556,69,84,9.29,1,52,88,69,42,29,55,36,72,27,7,63,9,1,5,90,27,0,Not_Placed
S02557,71,91,8.17,0,76,70,77,38,46,44,40,44,70,6,54,5,3,1,34,25,1,Product_Ready
S02558,58,61,6.9,1,57,64,28,74,71,96,68,74,89,3,98,2,3,4,57,7,1,Service_Ready
S02559,82,62,5.91,0,64,48,98,68,43,40,42,47,51,5,81,2,1,0,25,2,1,Service_Ready
S02560,76,58,6.97,0,74,61,71,80,38,20,60,82,67,0,51,1,1,0,49,29,1,Service_Ready
S02561,78,68,6.8,0,84,52,77,37,31,93,85,21,89,3,47,7,2,1,22,26,1,Service_Ready
S02562,77,67,5.82,1,82,57,78,47,45,84,93,93,80,0,20,2,3,2,46,14,1,Service_Ready
S02563,71,82,6.73,0,66,85,51,51,89,74,92,99,59,3,50,6,2,1,23,16,1,Service_Ready
S02564,91,92,8.62,0,79,62,45,86,87,74,66,78,94,2,35,9,2,0,20,27,1,Service_Ready
S02565,84,60,6.72,0,62,38,58,51,84,66,32,93,55,5,89,7,3,3,28,20,1,Service_Ready
S02566,55,65,8.52,0,63,70,36,85,42,60,78,93,44,0,38,1,1,5,54,11,0,Not_Placed
S02567,77,76,8.74,0,78,61,81,38,54,95,27,62,64,5,32,5,1,4,26,20,1,Service_Ready
S02568,97,60,7.43,0,69,91,69,57,85,76,41,75,55,2,87,0,3,0,43,6,1,Service_Ready
S02569,89,96,9.88,0,62,60,45,78,68,83,24,63,37,2,76,8,3,0,59,22,0,Not_Placed
S02570,78,82,6.95,2,52,86,54,58,66,90,24,56,20,5,75,6,0,3,83,29,0,Not_Placed
S02571,80,88,8.9,2,39,33,42,86,38,97,58,56,20,2,38,8,0,4,71,23,0,Not_Placed
S02572,74,95,7.31,0,98,85,31,76,79,74,90,85,91,0,46,4,2,2,70,14,1,Service_Ready
S02573,60,84,6.22,0,44,45,32,38,29,64,90,34,50,5,27,1,0,0,35,12,0,Not_Placed
S02574,81,76,9.74,2,76,67,59,58,22,74,20,42,86,5,53,0,3,2,72,24,1,Service_Ready
S02575,92,65,8.89,0,26,66,27,24,85,82,40,90,31,7,30,5,0,1,35,16,0,Not_Placed
S02576,69,74,9.91,2,54,33,50,93,89,30,55,93,99,7,59,8,3,0,61,24,1,Service_Ready
S02577,75,86,7.93,0,74,23,81,44,89,33,60,76,57,5,60,2,0,2,98,27,1,Service_Ready
S02578,84,94,6.97,1,32,53,42,39,73,92,77,78,39,6,58,8,1,0,51,6,0,Not_Placed
S02579,58,77,5.58,0,35,51,45,22,26,35,72,23,64,7,97,5,1,4,41,32,0,Not_Placed
S02580,84,77,7.96,0,64,91,43,22,97,70,94,74,57,3,39,0,1,4,45,3,1,Service_Ready
S02581,57,74,9.08,0,28,21,47,22,35,23,42,96,25,1,74,0,3,0,83,4,0,Not_Placed
S02582,95,94,6.83,2,72,59,71,56,86,38,53,97,85,1,71,9,3,0,21,28,1,Service_Ready
S02583,55,90,8.91,0,55,22,63,35,30,29,70,61,44,2,25,7,1,0,20,4,0,Not_Placed
S02584,92,81,5.52,0,38,89,66,97,24,83,64,83,64,3,28,6,3,4,64,29,0,Not_Placed
S02585,94,65,8.76,0,92,76,85,23,48,23,20,37,32,7,89,0,2,2,66,23,1,Product_Ready
S02586,84,81,6.63,0,21,39,94,97,43,96,91,63,40,5,92,9,1,1,30,17,0,Not_Placed
S02587,63,57,9.32,1,32,20,63,94,43,24,85,39,83,6,87,5,2,0,61,5,0,Not_Placed
S02588,92,56,9.1,1,80,30,88,48,44,97,73,67,65,0,60,4,2,3,51,7,1,Service_Ready
S02589,60,76,7.18,2,60,26,76,35,78,57,28,96,53,5,56,5,3,5,80,5,0,Not_Placed
S02590,59,60,6.8,1,96,75,78,26,87,50,67,61,49,4,70,2,1,2,69,31,1,Product_Ready
S02591,73,86,7.15,0,23,31,34,34,29,80,38,72,91,2,76,8,0,0,36,16,0,Not_Placed
S02592,70,61,9.75,0,95,66,29,43,69,87,62,56,64,1,73,6,2,3,56,26,1,Service_Ready
S02593,95,84,6.43,1,56,56,26,59,70,83,41,62,81,5,46,4,2,4,28,28,1,Service_Ready
S02594,93,76,6.25,0,99,22,35,27,61,92,54,90,91,2,67,5,0,5,55,7,1,Service_Ready
S02595,61,66,9.0,0,62,62,68,95,74,69,40,32,61,2,34,1,0,2,53,32,1,Service_Ready
S02596,86,90,9.86,2,77,43,46,40,37,74,87,66,73,1,92,3,0,0,54,31,1,Service_Ready
S02597,93,60,7.91,2,97,39,69,28,95,33,42,67,99,1,75,8,0,0,88,11,1,Service_Ready
S02598,76,97,6.77,2,89,22,23,46,46,66,79,55,65,4,61,6,1,1,66,30,0,Not_Placed
S02599,94,95,6.44,0,90,51,98,96,93,59,76,30,59,7,66,1,2,3,91,17,1,Service_Ready
S02600,78,77,9.46,0,47,85,64,52,79,69,65,54,60,1,96,6,0,4,41,2,0,Not_Placed
S02601,71,63,7.64,0,48,72,44,47,42,22,52,90,88,1,36,0,2,2,86,9,0,Not_Placed
S02602,60,91,8.39,0,69,90,65,71,93,85,40,43,67,0,32,4,1,3,94,33,1,Service_Ready
S02603,82,76,8.6,0,94,61,52,35,32,40,78,66,58,5,62,4,1,2,95,8,1,Service_Ready
S02604,74,69,6.47,3,98,68,93,56,25,25,47,97,32,4,29,6,2,4,27,27,0,Not_Placed
S02605,76,59,9.87,1,38,62,62,54,74,80,66,96,75,1,37,0,3,4,30,2,0,Not_Placed
S02606,73,86,6.01,2,85,31,93,81,77,40,56,24,89,7,86,9,0,3,81,32,1,Service_Ready
S02607,71,78,8.01,0,26,97,60,21,49,39,75,93,43,3,31,8,1,4,90,29,0,Not_Placed
S02608,90,57,8.8,0,28,31,93,63,85,38,32,74,84,3,89,3,2,4,44,17,0,Not_Placed
S02609,97,58,9.78,0,63,57,42,25,62,63,99,99,42,7,95,4,0,1,28,22,0,Not_Placed
S02610,55,77,7.37,0,74,59,33,32,72,99,58,84,75,7,65,6,0,5,26,21,1,Service_Ready
S02611,91,90,7.28,0,86,22,77,86,73,28,73,99,70,7,31,5,3,4,50,31,1,Service_Ready
S02612,75,57,5.95,1,90,88,92,66,39,57,56,77,36,1,51,7,2,4,52,4,0,Not_Placed
S02613,60,82,7.54,1,45,81,24,30,93,98,68,97,81,3,96,3,1,0,78,13,0,Not_Placed
S02614,79,58,9.47,0,57,62,89,72,40,39,38,52,82,3,79,2,3,3,47,23,1,Service_Ready
S02615,78,84,7.64,0,92,44,35,34,78,67,37,42,74,1,22,6,2,3,30,25,1,Service_Ready
S02616,89,79,6.77,0,60,56,74,28,55,76,82,39,66,3,25,8,2,4,48,14,1,Service_Ready
S02617,90,81,8.37,0,25,58,51,68,62,47,64,84,69,5,70,5,1,4,61,24,0,Not_Placed
S02618,76,56,8.56,0,25,97,43,33,31,74,87,63,70,7,57,8,1,2,63,12,0,Not_Placed
S02619,86,82,7.32,0,57,24,28,96,58,46,51,83,52,1,37,2,0,5,78,13,1,Service_Ready
S02620,58,70,9.69,1,67,85,96,27,63,40,45,54,34,7,49,1,3,4,20,29,1,Product_Ready
S02621,55,94,7.42,0,85,23,32,55,80,77,34,31,95,4,80,9,1,1,27,28,1,Service_Ready
S02622,91,62,9.76,0,77,82,66,98,93,57,88,88,59,0,21,0,0,1,26,30,1,Service_Ready
S02623,63,90,8.47,0,93,58,77,59,33,20,36,68,35,6,34,2,0,1,78,26,0,Not_Placed
S02624,63,74,7.6,2,87,49,53,97,84,79,27,94,84,4,76,0,1,5,58,14,0,Not_Placed
S02625,75,90,7.16,0,47,72,28,94,90,80,46,41,49,3,34,4,3,0,42,7,0,Not_Placed
S02626,70,81,9.39,0,64,58,69,68,67,68,59,58,76,1,82,3,3,5,21,27,1,Service_Ready
S02627,86,77,7.29,0,87,79,21,68,57,50,59,99,72,7,52,9,1,2,80,19,1,Service_Ready
S02628,64,56,9.11,0,62,83,78,81,29,83,79,39,68,7,93,2,0,1,98,4,1,Product_Ready
S02629,83,58,6.87,0,61,40,21,97,88,26,94,54,49,3,65,6,0,0,73,17,0,Not_Placed
S02630,55,76,6.47,0,28,88,78,42,30,43,91,73,50,5,33,4,2,0,90,27,1,Product_Ready
S02631,79,72,6.63,0,68,84,23,28,55,70,51,37,34,3,77,7,1,0,32,28,0,Not_Placed
S02632,67,82,8.67,0,63,42,86,97,85,69,32,21,95,2,53,7,0,4,80,26,1,Service_Ready
S02633,65,67,7.72,1,75,45,46,45,34,69,25,87,23,5,96,8,1,5,59,4,0,Not_Placed
S02634,95,83,7.82,0,83,81,98,26,95,69,58,90,66,0,89,9,2,1,92,25,1,Service_Ready
S02635,84,70,6.16,0,64,41,61,52,29,66,98,58,65,7,70,8,1,1,78,27,1,Service_Ready
S02636,95,75,8.86,0,33,23,43,85,82,84,85,32,46,3,36,4,3,0,76,9,0,Not_Placed
S02637,63,72,6.18,0,59,58,75,73,63,65,51,67,80,1,57,3,0,4,77,27,1,Service_Ready
S02638,97,63,9.42,0,45,82,89,46,73,50,51,21,37,3,90,7,2,4,44,5,1,Product_Ready
S02639,73,58,9.56,0,90,44,42,49,80,26,73,36,79,1,57,3,3,5,28,18,1,Service_Ready
S02640,72,94,7.29,0,73,47,91,69,37,32,52,34,57,5,25,1,2,2,97,20,1,Service_Ready
S02641,94,69,7.36,1,21,95,29,95,58,21,84,85,71,7,63,1,0,0,64,33,0,Not_Placed
S02642,59,68,7.44,1,82,88,73,57,28,80,40,55,20,5,34,0,1,2,80,24,1,Product_Ready
S02643,74,82,6.69,0,68,43,99,32,26,34,42,88,79,1,70,9,0,5,92,30,1,Service_Ready
S02644,81,92,8.0,0,80,98,39,72,34,48,89,99,84,5,89,5,0,3,29,9,1,Service_Ready
S02645,75,80,7.81,0,42,28,57,64,64,37,65,21,67,7,36,5,3,5,64,25,0,Not_Placed
S02646,85,55,9.14,0,23,20,52,93,81,22,64,40,83,0,76,7,1,2,65,9,0,Not_Placed
S02647,78,78,6.11,0,76,63,92,94,67,96,46,49,65,6,31,7,3,2,87,24,1,Service_Ready
S02648,80,61,5.92,1,27,41,45,96,82,65,63,81,55,0,98,1,2,5,60,6,0,Not_Placed
S02649,66,83,7.41,0,53,94,43,82,82,29,24,72,47,0,64,1,3,0,59,3,0,Not_Placed
S02650,81,62,6.47,0,63,50,24,79,38,61,42,96,36,1,77,6,2,0,22,14,0,Not_Placed
S02651,86,89,9.7,0,48,93,39,53,98,59,84,82,75,7,85,8,0,3,70,13,0,Not_Placed
S02652,64,73,5.85,0,28,48,48,80,83,22,23,74,33,5,96,6,3,3,39,29,0,Not_Placed
S02653,86,68,9.07,0,58,77,34,92,22,24,61,34,22,4,54,6,1,4,50,15,0,Not_Placed
S02654,70,58,6.05,0,87,79,30,98,55,91,21,69,22,2,81,7,1,1,42,14,0,Not_Placed
S02655,70,71,8.44,0,75,64,59,50,51,20,54,55,85,4,62,2,0,3,50,20,1,Service_Ready
