student_id,years_since_placement,current_designation,current_company,current_ctc_lpa,promotions_count,switched_domain,switched_company
S02437,5,Senior DevOps Engineer,Swiggy,23.41,2,False,True
S04211,2,Graduate Trainee Engineer,Swiggy,11.98,0,False,True
S02373,2,Data Analyst,Infosys,12.79,1,False,False
S00758,2,Consultant,Salesforce,13.85,1,False,True
S01355,3,Software Engineer,TCS,11.17,1,False,False
S03387,1,Associate Software Engineer,Wipro,8.39,0,True,False
S01699,4,Software Engineer,Cisco,19.63,1,True,True
S02236,3,Data Analyst,Razorpay,81.07,1,False,True
S03088,2,Cloud Engineer,Accenture,13.15,1,True,False
S00802,1,Associate Software Engineer,Uber,42.24,0,False,False
S01534,2,Data Analyst,Cognizant,11.58,1,False,False
S00354,3,Data Analyst,Accenture,12.85,1,False,False
S03106,5,Senior Software Engineer,Zomato,19.46,2,False,True
S00860,2,Systems Engineer,Infosys,14.14,1,False,True
S00200,1,Graduate Trainee Engineer,TCS,8.42,0,False,False
S03620,4,Data Science Lead,Cognizant,91.08,3,False,True
S00124,2,Consultant,Cognizant,12.35,1,False,False
S01124,2,Junior DevOps Engineer,Accenture,10.42,0,False,False
S02103,4,Senior Software Engineer,Cognizant,16.63,2,True,True
S00369,3,Senior Consultant,Cisco,16.55,2,True,True
S02301,3,Senior Software Engineer,Oracle,16.9,2,False,True
S02726,2,Data Analyst,TCS,12.18,1,True,False
S03112,5,Engineering Manager,Google,106.17,4,False,False
S03652,3,Senior DevOps Engineer,Amazon,85.7,2,False,True
S03705,2,Consultant,Adobe,13.26,1,True,True
S04256,1,Associate Analyst,TCS,9.66,0,True,False
S02039,4,Systems Engineer,TCS,13.8,1,True,False
S01194,2,Associate Analyst,Accenture,11.2,0,False,False
S04636,2,Software Engineer,Microsoft,16.09,1,False,True
S00426,5,Technical Lead,Oracle,118.81,3,False,True
S02764,2,Data Analyst,Amazon,58.03,1,False,False
S04603,2,Data Analyst,Amazon,60.09,1,False,False
S02792,4,Senior Software Engineer,Razorpay,20.59,2,False,True
S00422,2,Senior Data Analyst,Google,72.59,2,False,False
S03587,4,Lead Software Engineer,Google,19.17,3,True,True
S03338,4,Cloud Engineer,Infosys,90.48,1,False,True
S04215,5,Lead Software Engineer,Microsoft,20.57,3,False,True
S02230,1,Junior DevOps Engineer,TCS,9.31,0,False,False
S04223,2,Cloud Engineer,Infosys,13.74,1,False,True
S01249,5,Data Science Lead,Wipro,17.84,3,False,False
S00821,2,Graduate Trainee Engineer,Accenture,12.09,0,False,False
S03612,4,Senior Data Analyst,Salesforce,106.11,2,True,True
S04970,3,Senior DevOps Engineer,Salesforce,14.79,2,False,True
S00480,1,Associate Software Engineer,Wipro,8.61,0,True,False
S04721,3,Senior Consultant,Infosys,15.34,2,False,False
S00935,5,Staff Software Engineer,Accenture,120.63,4,False,True
S02497,2,Associate Analyst,Accenture,11.89,0,False,False
S03941,1,Graduate Trainee Engineer,Infosys,9.1,0,False,False
S01466,1,Associate Analyst,Capgemini,9.07,0,False,False
S04081,5,Senior DevOps Engineer,Razorpay,20.19,2,False,True
S00558,1,Junior DevOps Engineer,Cognizant,12.44,0,False,True
S02560,2,Data Analyst,Atlassian,13.53,1,False,True
S01929,3,Consultant,Atlassian,12.58,1,False,True
S02227,1,Junior DevOps Engineer,Wipro,10.88,0,True,False
S03727,2,Graduate Trainee Engineer,Salesforce,12.98,0,False,True
S03826,2,Senior DevOps Engineer,Accenture,75.98,2,False,True
S00721,3,Systems Engineer,Uber,17.51,1,True,True
S01046,2,Associate Analyst,Microsoft,53.78,0,False,False
S04910,4,Senior Consultant,Uber,81.91,2,False,True
S00333,2,Senior DevOps Engineer,Infosys,13.7,2,True,False
S00710,3,Consultant,Uber,71.22,1,True,False
S02292,3,Senior Consultant,Wipro,93.07,2,True,True
S01038,4,Data Analyst,Accenture,18.54,1,False,True
S01609,4,Data Science Lead,Wipro,19.72,3,False,False
S04592,4,Senior DevOps Engineer,Capgemini,18.02,2,False,True
S03855,2,Senior DevOps Engineer,Razorpay,73.57,2,False,True
S00896,1,Graduate Trainee Engineer,Cognizant,10.25,0,False,False
S01368,3,Consultant,Wipro,12.15,1,True,False
S02250,2,Software Engineer,Microsoft,60.15,1,False,False
S02851,1,Junior DevOps Engineer,Google,11.56,0,False,True
S04037,4,Systems Engineer,Paytm,18.06,1,False,True
S01973,4,Senior Data Analyst,Zomato,97.98,2,False,True
S02327,1,Graduate Trainee Engineer,Infosys,8.95,0,False,False
S00430,1,Associate Software Engineer,Amazon,52.43,0,False,False
S03657,3,Senior Consultant,LTI Mindtree,12.11,2,False,False
S01515,5,Data Science Lead,Wipro,21.25,3,False,False
S02447,2,Consultant,LTI Mindtree,11.76,1,False,True
S03093,2,Senior DevOps Engineer,Uber,73.43,2,False,False
S02755,2,Graduate Trainee Engineer,Infosys,15.13,0,False,True
S01948,2,Associate Software Engineer,Cognizant,9.86,0,False,False
S03708,4,Systems Engineer,Adobe,74.54,1,False,False
S00992,1,Associate Software Engineer,Cognizant,8.94,0,False,False
S01877,4,Senior Software Engineer,Paytm,18.03,2,False,True
S04591,1,Graduate Trainee Engineer,TCS,10.47,0,False,False
S00685,2,Associate Software Engineer,Google,48.97,0,True,False
S03129,5,Data Science Lead,TCS,19.28,3,False,False
S01100,1,Cloud Engineer,TCS,11.37,1,False,False
S03370,5,Principal Architect,TCS,21.55,4,False,True
S03070,1,Graduate Trainee Engineer,Amazon,49.48,0,False,False
S02149,4,Data Analyst,Paytm,15.36,1,False,True
S00916,2,Consultant,LTI Mindtree,13.91,1,False,True
S01923,3,DevOps Architect,Infosys,18.19,3,True,True
S02891,1,Junior DevOps Engineer,Infosys,9.92,0,False,False
S03557,3,Senior Consultant,Zomato,16.53,2,False,True
S00249,1,Associate Analyst,Wipro,12.28,0,True,True
S00303,5,Data Science Lead,Oracle,19.27,3,False,True
S02000,2,Graduate Trainee Engineer,Microsoft,11.99,0,False,True
S04811,2,Software Engineer,TCS,12.87,1,False,False
S02115,4,Technical Lead,Amazon,20.01,3,True,True
S02956,1,Associate Software Engineer,TCS,8.57,0,True,False
S03475,2,Software Engineer,Cognizant,10.59,1,False,False
S02388,2,Senior Data Analyst,Wipro,13.08,2,False,False
S00845,1,Associate Analyst,Google,51.93,0,False,False
S04260,2,Consultant,Infosys,13.88,1,False,True
S04216,4,Technical Lead,Swiggy,19.94,3,False,True
S01665,2,Junior DevOps Engineer,Infosys,12.07,0,False,False
S03996,2,Data Analyst,Adobe,15.2,1,True,True
S03662,2,Data Analyst,Infosys,11.55,1,False,False
S02333,2,Associate Analyst,TCS,57.98,0,False,True
S03760,4,Senior DevOps Engineer,Swiggy,17.92,2,False,True
S00341,2,Graduate Trainee Engineer,Cisco,43.7,0,True,False
S03748,5,Senior Technical Lead,Paytm,27.59,4,False,True
S03476,4,Senior Consultant,Cognizant,19.32,2,False,True
S04140,1,Consultant,Uber,70.12,1,False,True
S04108,3,Systems Engineer,Wipro,12.74,1,False,False
S02877,2,Senior Software Engineer,Wipro,13.32,2,False,False
S02496,1,Junior DevOps Engineer,Cognizant,9.16,0,False,False
S03732,1,Associate Software Engineer,Microsoft,10.16,0,True,True
S01716,2,Cloud Engineer,Zomato,64.42,1,True,True
S02520,1,Associate Analyst,Infosys,9.32,0,False,False
S04379,5,Senior Consultant,Uber,18.78,2,False,True
S00021,2,Associate Analyst,Accenture,10.46,0,True,False
S03150,1,Junior DevOps Engineer,Oracle,13.08,0,True,True
S02867,2,Senior Consultant,TCS,11.75,2,False,False
S01821,1,Graduate Trainee Engineer,Cognizant,10.1,0,True,False
S01528,3,Data Analyst,Zomato,69.04,1,True,True
S02918,3,Senior DevOps Engineer,Atlassian,19.37,2,False,True
S00314,2,Junior DevOps Engineer,Adobe,13.99,0,False,True
S02013,3,Senior Software Engineer,Paytm,17.62,2,True,True
S00744,3,Cloud Engineer,Cisco,15.54,1,False,True
S03753,3,Senior Data Analyst,Amazon,16.67,2,False,True
S00032,2,Graduate Trainee Engineer,Accenture,10.82,0,False,False
S04157,2,Cloud Engineer,Cisco,67.39,1,False,True
S00501,3,Senior DevOps Engineer,TCS,13.59,2,True,True
S02751,2,Cloud Engineer,Wipro,12.46,1,False,False
S03270,4,Software Engineer,Wipro,16.33,1,True,False
S04734,3,Senior DevOps Engineer,Uber,81.12,2,False,True
S02069,5,Data Science Lead,Adobe,24.83,3,True,True
S01225,2,Senior Data Analyst,Swiggy,15.07,2,True,True
S01452,5,Senior DevOps Engineer,Oracle,18.22,2,False,True
S00456,3,Senior Consultant,Google,72.26,2,False,False
S00674,5,Senior Technical Lead,Accenture,21.86,4,False,False
S02254,3,Cloud Engineer,Oracle,79.14,1,False,True
S03080,3,Senior Consultant,Wipro,17.54,2,True,False
S03586,3,Senior Consultant,Salesforce,18.31,2,False,True
S01311,1,Consultant,TCS,12.53,1,False,False
S00370,3,Senior Data Analyst,Infosys,20.98,2,False,True
S01019,1,Associate Analyst,Adobe,46.15,0,False,False
S02194,2,Consultant,Wipro,13.59,1,False,True
S01137,1,Graduate Trainee Engineer,TCS,8.97,0,False,False
S02778,2,Associate Analyst,Accenture,10.38,0,False,False
S01339,5,Senior Data Analyst,Wipro,15.05,2,True,False
S00945,4,Consultant,Flipkart,88.74,1,False,True
S01413,4,Data Analyst,Capgemini,18.45,1,True,True
S04473,4,Senior Software Engineer,Infosys,16.55,2,True,False
S03368,2,Associate Software Engineer,Wipro,11.52,0,True,False
S04397,2,Software Engineer,Accenture,15.93,1,False,True
S01965,4,Data Analyst,Amazon,19.06,1,True,True
S04803,2,Software Engineer,Infosys,12.15,1,False,False
S02385,3,Software Engineer,Infosys,15.55,1,False,False
S04722,4,Cloud Engineer,Oracle,19.46,1,False,True
S01618,3,Data Science Lead,Razorpay,16.31,3,False,True
S03904,2,Software Engineer,Wipro,11.24,1,False,False
S00347,3,Cloud Engineer,Accenture,86.91,1,False,True
S04258,2,Systems Engineer,Infosys,11.19,1,False,False
S03082,2,Consultant,Cognizant,15.09,1,False,True
S01021,2,Graduate Trainee Engineer,TCS,9.43,0,False,False
S01925,2,Cloud Engineer,Cisco,64.71,1,False,False
S01507,4,Senior DevOps Engineer,Zomato,99.16,2,False,True
S00682,2,Cloud Engineer,Amazon,15.36,1,False,True
S00974,3,Consultant,Infosys,15.31,1,False,False
S00211,2,Systems Engineer,Cognizant,11.76,1,False,False
S04281,2,Junior DevOps Engineer,Zomato,12.03,0,False,True
S04940,2,Consultant,Accenture,11.81,1,False,False
S00318,2,Cloud Engineer,Wipro,10.71,1,False,False
S03802,2,Associate Software Engineer,TCS,11.87,0,False,False
S03665,4,Senior Data Analyst,Cognizant,16.41,2,False,True
S03487,2,Junior DevOps Engineer,TCS,10.7,0,False,False
S03881,3,Senior Software Engineer,Wipro,12.77,2,False,False
S01755,2,Senior Software Engineer,LTI Mindtree,17.64,2,False,True
S02976,4,Consultant,Cognizant,15.48,1,False,False
S00626,1,Associate Analyst,Wipro,10.44,0,True,False
S03529,3,Senior DevOps Engineer,Capgemini,15.63,2,False,False
S02183,1,Associate Analyst,Capgemini,9.15,0,False,False
S03806,1,Associate Software Engineer,TCS,9.43,0,False,False
S03406,1,Systems Engineer,Infosys,10.4,1,False,False
S00914,4,Senior Software Engineer,Cognizant,98.67,2,False,True
S00777,4,Technical Lead,Infosys,19.69,3,True,True
S03028,4,Lead Software Engineer,Salesforce,20.73,3,False,True
S04625,1,Associate Analyst,Infosys,8.97,0,False,False
S02164,1,Graduate Trainee Engineer,Wipro,61.72,0,False,True
S01875,2,Software Engineer,Uber,12.31,1,True,True
S04949,2,Data Analyst,Amazon,11.44,1,False,True
S00766,3,Senior Software Engineer,Oracle,88.55,2,True,True
S03981,4,Senior Software Engineer,Cisco,16.79,2,False,True
S00025,2,Software Engineer,Capgemini,10.94,1,True,False
S02133,3,Data Analyst,Amazon,66.98,1,True,False
S00405,1,Graduate Trainee Engineer,TCS,9.03,0,True,False
S00607,1,Software Engineer,Cognizant,11.56,1,False,False
S03157,1,Graduate Trainee Engineer,Capgemini,9.68,0,False,False
S04531,5,Data Science Lead,Zomato,92.14,3,False,True
S02143,2,Junior DevOps Engineer,Razorpay,11.38,0,True,True
S00604,1,Associate Analyst,Oracle,12.4,0,False,True
S02014,3,Consultant,Wipro,13.27,1,True,False
S00336,5,Data Science Lead,Flipkart,19.91,3,True,True
S00737,1,Junior DevOps Engineer,TCS,8.74,0,True,False
S04589,2,Senior Data Analyst,Capgemini,73.06,2,False,True
S03214,5,Senior Software Engineer,Microsoft,77.86,2,False,False
S04367,3,Senior Software Engineer,Microsoft,64.85,2,True,False
S01349,2,Graduate Trainee Engineer,Uber,14.94,0,True,True
S00337,2,Junior DevOps Engineer,Cisco,55.52,0,False,False
S04546,4,Senior Consultant,Capgemini,18.39,2,False,True
S01263,2,Junior DevOps Engineer,Amazon,56.23,0,True,False
S00520,4,Senior Software Engineer,Zomato,15.08,2,True,True
S01754,2,Data Analyst,LTI Mindtree,11.99,1,False,False
S04499,2,Consultant,Cognizant,13.93,1,True,True
S00754,1,Associate Software Engineer,Accenture,8.86,0,False,False
S03271,5,Lead Software Engineer,Infosys,23.13,3,False,False
S03371,2,Systems Engineer,Wipro,10.88,1,False,False
S01721,2,Consultant,Uber,12.87,1,False,True
S02019,2,Data Analyst,Paytm,14.53,1,True,True
S00454,1,Graduate Trainee Engineer,Infosys,10.69,0,False,False
S01402,5,Staff Software Engineer,Wipro,17.37,4,False,False
S02245,2,Junior DevOps Engineer,Capgemini,11.98,0,True,False
S01204,3,Data Analyst,Wipro,13.54,1,False,False
S03060,2,Junior DevOps Engineer,Infosys,11.49,0,False,False
S03040,2,Systems Engineer,Google,14.01,1,False,True
S04697,1,Associate Software Engineer,Microsoft,42.77,0,False,False
S00009,5,Senior Data Analyst,Zomato,106.18,2,False,True
S03664,2,Cloud Engineer,Razorpay,74.1,1,True,True
S01120,3,Cloud Engineer,Infosys,14.53,1,True,False
S00012,1,Associate Software Engineer,Amazon,11.76,0,False,True
S03570,2,Junior DevOps Engineer,Cognizant,10.47,0,True,False
S01306,2,Cloud Engineer,TCS,11.47,1,False,False
S00527,4,Software Engineer,Capgemini,14.6,1,True,True
S02519,5,Engineering Manager,Google,95.64,4,True,False
S01294,2,Junior DevOps Engineer,Infosys,11.94,0,True,False
S00557,5,Data Science Lead,Adobe,22.9,3,False,True
S02136,3,Consultant,Google,15.63,1,False,True
S03345,4,Senior Software Engineer,Infosys,16.29,2,True,False
S03092,3,Senior Data Analyst,Accenture,14.78,2,False,False
S02857,3,Senior Software Engineer,Accenture,84.82,2,False,True
S02012,4,DevOps Architect,Zomato,19.6,3,False,True
S03697,2,Associate Software Engineer,Wipro,9.35,0,False,False
S03017,2,Cloud Engineer,Zomato,14.91,1,False,True
S00638,1,Associate Software Engineer,Capgemini,9.95,0,True,False
S01610,4,Senior DevOps Engineer,Flipkart,18.17,2,False,True
S03147,4,Senior DevOps Engineer,Wipro,21.7,2,False,True
S00724,2,Junior DevOps Engineer,Microsoft,59.59,0,False,True
S01677,3,Consultant,Uber,15.65,1,False,True
S03905,4,Technical Lead,Razorpay,105.67,3,False,True
S01030,1,Graduate Trainee Engineer,Swiggy,12.87,0,False,True
S01447,1,Graduate Trainee Engineer,Paytm,55.13,0,False,True
S04971,1,Junior DevOps Engineer,TCS,8.6,0,False,False
S01518,3,Senior Consultant,Accenture,15.61,2,False,False
S03055,1,Associate Software Engineer,Capgemini,10.34,0,False,False
S02753,1,Junior DevOps Engineer,Oracle,12.47,0,True,True
S00525,3,Cloud Engineer,Accenture,13.0,1,False,False
S02927,4,DevOps Architect,Accenture,15.41,3,False,False
S02734,3,Consultant,Accenture,13.18,1,False,False
S03827,5,Principal Architect,TCS,24.26,4,False,False
S03259,2,Associate Analyst,Wipro,9.28,0,False,False
S00170,3,Senior Data Analyst,Cisco,15.98,2,False,True
S00051,4,Senior Data Analyst,TCS,17.45,2,False,True
S00351,1,Associate Analyst,TCS,10.52,0,False,False
S01278,1,Associate Software Engineer,Google,45.66,0,False,False
S01944,1,Associate Analyst,Wipro,9.23,0,False,False
S02932,1,Graduate Trainee Engineer,Amazon,51.27,0,False,False
S00202,5,Senior Consultant,LTI Mindtree,89.63,2,False,True
S03682,1,Associate Software Engineer,Google,53.36,0,False,False
S04342,2,Data Analyst,Infosys,14.18,1,False,False
S04610,1,Junior DevOps Engineer,Uber,47.41,0,False,False
S04756,5,Principal Architect,TCS,19.31,4,False,False
S04933,3,Software Engineer,Wipro,12.95,1,False,False
S03565,2,Software Engineer,Paytm,72.05,1,False,True
S02979,5,Lead Software Engineer,TCS,20.71,3,False,False
S00867,3,Cloud Engineer,TCS,14.07,1,False,False
S04208,2,Associate Software Engineer,TCS,11.15,0,True,False
S03528,3,Systems Engineer,TCS,13.28,1,False,True
S02431,3,Lead Software Engineer,Capgemini,16.12,3,False,False
S02438,3,Senior DevOps Engineer,Capgemini,14.63,2,True,False
S03167,2,Systems Engineer,Google,66.76,1,False,False
S03598,1,Junior DevOps Engineer,Accenture,9.48,0,False,False
S02822,5,Technical Lead,Infosys,17.57,3,False,False
S01623,3,Senior Data Analyst,Microsoft,16.86,2,False,True
S00875,4,Senior Consultant,TCS,93.9,2,False,True
S00191,5,Engineering Manager,Amazon,103.4,4,False,True
S00058,3,Senior DevOps Engineer,Cognizant,16.52,2,False,True
S03747,2,Senior Consultant,Uber,15.21,2,False,True
S01241,2,Consultant,Microsoft,15.75,1,False,True
S01756,3,Data Science Lead,Cognizant,17.95,3,False,False
S00139,3,Senior DevOps Engineer,Oracle,19.09,2,False,True
S01554,2,Graduate Trainee Engineer,Infosys,10.59,0,False,False
S00696,2,Associate Software Engineer,TCS,11.1,0,False,False
S01736,5,Engineering Manager,Wipro,18.54,4,False,False
S01521,1,Associate Software Engineer,Accenture,8.95,0,False,False
S00017,5,Data Science Lead,Capgemini,23.26,3,False,True
S01930,3,Senior Data Analyst,Google,17.65,2,False,True
S02480,1,Graduate Trainee Engineer,TCS,9.47,0,False,False
S00783,3,Senior Consultant,Amazon,16.94,2,False,True
S00122,1,Graduate Trainee Engineer,Google,42.98,0,False,False
S03836,2,Senior Consultant,Paytm,16.78,2,True,True
S00252,4,Senior Data Analyst,Paytm,17.98,2,False,True
S00832,2,Data Analyst,LTI Mindtree,12.11,1,False,False
S02555,5,Senior Data Analyst,Infosys,18.72,2,False,False
S00550,5,Principal Architect,Flipkart,23.36,4,False,True
S00495,2,Cloud Engineer,Uber,13.03,1,False,True
S02677,2,Cloud Engineer,Accenture,74.03,1,False,True
S04039,1,Junior DevOps Engineer,TCS,10.47,0,True,False
S02970,4,Senior Consultant,Infosys,18.01,2,True,True
S01916,5,Data Science Lead,Razorpay,21.12,3,False,True
S02582,2,Software Engineer,Capgemini,13.64,1,False,True
S03073,3,Senior Software Engineer,Swiggy,16.45,2,False,True
S04770,1,Graduate Trainee Engineer,Wipro,9.46,0,True,False
S04130,2,Cloud Engineer,Accenture,12.85,1,False,True
S04353,5,Lead Software Engineer,Cisco,22.8,3,True,True
S01237,2,Software Engineer,TCS,10.62,1,False,False
S00531,2,Graduate Trainee Engineer,Microsoft,48.01,0,False,False
S01570,3,Systems Engineer,Flipkart,15.14,1,True,True
S04507,3,Senior DevOps Engineer,Wipro,15.22,2,False,False
S01267,2,Senior Software Engineer,Wipro,12.69,2,False,False
S04308,1,Graduate Trainee Engineer,Wipro,9.42,0,False,False
S01473,4,Senior Consultant,Amazon,18.5,2,True,True
S03143,1,Junior DevOps Engineer,Wipro,59.96,0,False,True
S02542,2,Associate Analyst,Infosys,11.59,0,False,False
S03372,3,Senior Data Analyst,Infosys,13.59,2,False,False
S00146,4,Senior Data Analyst,Infosys,16.05,2,False,False
S03272,5,Lead Software Engineer,Zomato,20.01,3,False,True
S00218,3,Senior DevOps Engineer,Accenture,16.48,2,False,False
S01628,1,Associate Analyst,Wipro,9.97,0,False,False
S04560,1,Junior DevOps Engineer,Wipro,9.42,0,False,False
S04231,3,Senior Software Engineer,Infosys,15.93,2,False,False
S00649,4,Systems Engineer,TCS,20.81,1,False,True
S04664,2,Consultant,Google,56.61,1,False,False
S00853,1,Associate Software Engineer,TCS,9.37,0,False,False
S02950,4,Senior Consultant,Oracle,17.06,2,True,True
S03054,2,Associate Analyst,Flipkart,12.84,0,False,True
S02023,2,Senior Consultant,Wipro,13.56,2,False,False
S02813,1,Associate Software Engineer,Infosys,9.44,0,False,False
S03585,3,Senior Software Engineer,Infosys,15.6,2,True,False
S00262,5,Data Science Lead,Infosys,23.9,3,True,False
S00108,1,Associate Analyst,Wipro,12.42,0,False,True
S00302,3,Data Analyst,Oracle,87.88,1,False,True
S00473,3,Data Analyst,Infosys,12.21,1,False,False
S00130,5,Senior DevOps Engineer,Paytm,16.71,2,True,True
S01304,3,Software Engineer,LTI Mindtree,77.71,1,False,True
S00174,2,Associate Analyst,Wipro,11.17,0,True,False
S02965,5,Data Science Lead,Flipkart,18.45,3,True,True
S04038,4,Senior DevOps Engineer,Amazon,19.02,2,True,True
S00435,1,Data Analyst,Wipro,10.34,1,False,False
S00335,5,Senior Software Engineer,Microsoft,18.48,2,False,True
S02140,4,Senior Consultant,Salesforce,18.59,2,False,True
S01921,1,Junior DevOps Engineer,Amazon,50.03,0,False,False
S00323,2,Junior DevOps Engineer,LTI Mindtree,9.91,0,False,False
S00195,4,Software Engineer,Paytm,14.88,1,False,True
S03844,3,Senior Data Analyst,Microsoft,80.39,2,False,True
S04269,3,Data Analyst,Amazon,68.67,1,False,False
S01293,4,Data Analyst,Flipkart,17.82,1,False,True
S04155,1,Junior DevOps Engineer,Google,11.35,0,False,True
S02332,1,Cloud Engineer,Cognizant,10.47,1,True,False
S00385,4,Senior DevOps Engineer,Amazon,16.41,2,False,True
S00573,2,Graduate Trainee Engineer,Wipro,12.55,0,False,False
S01066,2,Consultant,Atlassian,13.11,1,False,True
S02998,1,Junior DevOps Engineer,Accenture,9.13,0,False,False
S02051,2,Graduate Trainee Engineer,Oracle,66.78,0,False,True
S03152,3,Software Engineer,Wipro,15.79,1,False,False
S00230,2,Graduate Trainee Engineer,Microsoft,50.42,0,False,False
S01932,4,Senior DevOps Engineer,Zomato,19.35,2,False,True
S01788,2,Associate Analyst,Accenture,11.49,0,False,False
S03257,1,Associate Software Engineer,Infosys,9.97,0,False,False
S00240,1,Associate Software Engineer,LTI Mindtree,8.68,0,False,False
S01045,5,Technical Lead,Cognizant,20.22,3,False,False
S00185,2,Systems Engineer,Wipro,11.37,1,False,False
S04715,2,Cloud Engineer,Wipro,12.6,1,True,False
S03115,3,Senior Data Analyst,Cognizant,19.84,2,False,True
S03256,4,Senior Software Engineer,TCS,17.72,2,False,True
S02869,1,Graduate Trainee Engineer,Wipro,9.37,0,False,False
S02185,2,Senior Data Analyst,Infosys,13.67,2,False,False
S04492,4,Senior Data Analyst,Wipro,18.92,2,False,False
S04352,4,Technical Lead,TCS,15.47,3,False,False
S04230,1,Cloud Engineer,Google,52.64,1,False,False
S01838,4,Senior Consultant,Adobe,19.73,2,False,True
S02347,1,Associate Analyst,Atlassian,45.89,0,False,False
S00943,4,Senior DevOps Engineer,Swiggy,16.23,2,False,True
S00538,2,Graduate Trainee Engineer,Swiggy,66.91,0,False,True
S03911,5,Staff Software Engineer,Accenture,23.42,4,False,True
S00622,1,Graduate Trainee Engineer,Google,47.16,0,False,False
S03084,4,Cloud Engineer,Google,16.63,1,False,True
S00276,3,Senior DevOps Engineer,Atlassian,13.65,2,False,True
S04188,2,Associate Software Engineer,Cognizant,10.5,0,False,False
S01640,5,Data Science Lead,Adobe,26.01,3,False,True
S00578,4,Data Analyst,Razorpay,18.22,1,True,True
S04359,1,Associate Software Engineer,TCS,8.53,0,False,False
S04995,1,Graduate Trainee Engineer,Infosys,9.0,0,False,False
S00226,2,Senior Software Engineer,Cisco,61.16,2,False,False
S00073,5,Data Science Lead,Uber,19.61,3,False,True
S03798,2,Data Analyst,TCS,10.84,1,True,False
S04348,1,Junior DevOps Engineer,Amazon,44.66,0,False,False
S01070,1,Associate Analyst,Capgemini,8.97,0,False,False
S01728,2,Systems Engineer,Cognizant,12.49,1,False,False
S03277,1,Data Analyst,TCS,10.53,1,False,False
S03952,1,Graduate Trainee Engineer,Paytm,56.39,0,False,True
S00001,2,Graduate Trainee Engineer,Swiggy,65.24,0,False,True
S03571,4,Senior DevOps Engineer,Wipro,17.13,2,False,False
S02593,2,Graduate Trainee Engineer,Wipro,9.87,0,False,False
S02603,5,Senior Consultant,Swiggy,24.53,2,True,True
S03186,1,Graduate Trainee Engineer,TCS,8.96,0,False,False
S00197,3,Senior Data Analyst,Swiggy,91.95,2,False,True
S03331,4,Software Engineer,Amazon,77.01,1,False,False
S01655,1,Associate Software Engineer,LTI Mindtree,11.84,0,False,True
S04427,1,Graduate Trainee Engineer,Accenture,10.27,0,False,False
S02475,2,Systems Engineer,Accenture,11.72,1,True,False
S01853,2,Consultant,TCS,11.88,1,True,False
S03162,1,Software Engineer,Capgemini,12.31,1,False,False
S04504,1,Associate Analyst,TCS,9.15,0,False,False
S04127,2,Cloud Engineer,Cognizant,11.27,1,False,False
S03857,2,Systems Engineer,Zomato,14.31,1,True,True
S00983,4,Senior Software Engineer,Salesforce,19.65,2,False,True
S04525,2,Consultant,Capgemini,10.37,1,False,False
S03354,2,Cloud Engineer,Infosys,13.21,1,False,True
S03478,5,Senior DevOps Engineer,Flipkart,21.6,2,True,True
S00246,4,Senior DevOps Engineer,Paytm,15.3,2,False,True
S01672,2,Associate Software Engineer,Flipkart,13.38,0,False,True
S03790,3,Senior Data Analyst,Razorpay,19.1,2,False,True
S01977,2,Graduate Trainee Engineer,Capgemini,62.43,0,True,True
S02890,3,Senior Consultant,Swiggy,16.19,2,False,True
S00152,2,Associate Software Engineer,Swiggy,13.77,0,False,True
S03032,4,Senior DevOps Engineer,Capgemini,15.23,2,True,True
S02029,4,Senior Software Engineer,Salesforce,19.32,2,False,True
S04838,1,Junior DevOps Engineer,LTI Mindtree,10.7,0,False,True
S02934,5,DevOps Architect,Infosys,22.99,3,False,False
S00519,3,Software Engineer,Oracle,16.1,1,False,True
S00352,3,Senior Data Analyst,Amazon,16.64,2,False,True
S02565,3,Cloud Engineer,LTI Mindtree,13.32,1,False,False
S00910,4,Senior Data Analyst,Swiggy,96.93,2,False,True
S03707,2,Software Engineer,Cisco,60.3,1,False,False
S02673,2,Cloud Engineer,Wipro,14.7,1,False,True
S04805,1,Junior DevOps Engineer,Capgemini,8.28,0,False,False
S03873,3,Cloud Engineer,Zomato,15.69,1,False,True
S02959,3,Cloud Engineer,Cognizant,14.97,1,False,False
S02944,1,Associate Software Engineer,TCS,10.23,0,False,False
S04174,5,Senior Data Analyst,Cognizant,13.98,2,False,False
S03287,5,Senior DevOps Engineer,Cognizant,21.55,2,False,True
S00020,2,Associate Analyst,Cognizant,13.29,0,False,True
S01071,1,Consultant,Cisco,54.61,1,False,False
S01710,2,Software Engineer,Cognizant,14.98,1,False,True
S00591,2,Senior Consultant,Accenture,17.09,2,False,True
S02104,1,Associate Software Engineer,Accenture,11.39,0,False,False
S00944,1,Associate Analyst,Cognizant,9.47,0,False,False
S03392,2,Graduate Trainee Engineer,Infosys,12.54,0,False,True
S02161,1,Associate Software Engineer,TCS,10.24,0,False,False
S02198,1,Systems Engineer,Wipro,8.88,1,False,False
S04466,4,Consultant,Swiggy,16.32,1,False,True
S04639,2,Data Analyst,Oracle,13.41,1,False,True
S01096,4,DevOps Architect,TCS,20.34,3,False,False
S04524,1,Software Engineer,Accenture,9.92,1,False,False
S04455,2,Software Engineer,Amazon,52.64,1,False,False
S02733,1,Junior DevOps Engineer,Razorpay,11.59,0,False,True
